Tue Jun 18 14:37:12 2024    profile/profile_output

         12306870 function calls (11081399 primitive calls) in 6.146 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    21322    0.007    0.000    0.026    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\copy.py:264(<genexpr>)
      212    0.001    0.000    0.026    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typing\npydecl.py:196(generic)
     1124    0.001    0.000    0.026    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\targetconfig.py:196(values)
       30    0.000    0.000    0.026    0.001 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typeinfer.py:781(__call__)
      275    0.001    0.000    0.025    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typing\context.py:263(resolve_getattr)
     1124    0.005    0.000    0.025    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\targetconfig.py:199(<dictcomp>)
       81    0.000    0.000    0.025    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typed_passes.py:700(_get_callable_info)
        9    0.000    0.000    0.024    0.003 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\np\arrayobj.py:522(setitem_array)
      212    0.002    0.000    0.024    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typing\npydecl.py:92(generic)
       81    0.000    0.000    0.024    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typed_passes.py:702(get_func_type)
     7325    0.011    0.000    0.024    0.000 q:\Project\Celestial-Chess\game\chess_game.py:103(get_all_moves)
       21    0.000    0.000    0.023    0.001 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typeinfer.py:1579(typeof_global)
     7324    0.016    0.000    0.023    0.000 q:\Project\Celestial-Chess\game\chess_game.py:56(mark_black_holes)
       78    0.000    0.000    0.022    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typing\context.py:342(resolve_module_constants)
       58    0.000    0.000    0.022    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\pprint.py:205(_pprint_dict)
