Tue Jun 18 16:36:05 2024    profile/profile_output

         56290396 function calls (51168854 primitive calls) in 36.278 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      212    0.001    0.000    0.028    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typing\npydecl.py:196(generic)
        2    0.000    0.000    0.028    0.014 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\callwrapper.py:101(build)
       55    0.000    0.000    0.028    0.001 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\base.py:49(_find)
        2    0.000    0.000    0.027    0.014 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\callwrapper.py:126(build_wrapper)
        2    0.000    0.000    0.027    0.014 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typed_passes.py:616(run_pass)
      278    0.001    0.000    0.027    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typing\context.py:263(resolve_getattr)
       94    0.000    0.000    0.027    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typed_passes.py:757(_do_work_expr)
      212    0.002    0.000    0.027    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typing\npydecl.py:92(generic)
     1124    0.001    0.000    0.027    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\targetconfig.py:196(values)
        2    0.000    0.000    0.026    0.013 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\untyped_passes.py:1762(run_pass)
       21    0.000    0.000    0.026    0.001 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typeinfer.py:1579(typeof_global)
     1124    0.005    0.000    0.026    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\targetconfig.py:199(<dictcomp>)
   102205    0.026    0.000    0.026    0.000 {built-in method __new__ of type object at 0x00007FF9DD149F00}
       82    0.000    0.000    0.026    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typed_passes.py:700(_get_callable_info)
       82    0.000    0.000    0.025    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typed_passes.py:702(get_func_type)
        6    0.000    0.000    0.024    0.004 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\codegen.py:732(add_llvm_module)
       78    0.000    0.000    0.023    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typing\context.py:342(resolve_module_constants)
2957/2730    0.002    0.000    0.023    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\contextlib.py:130(__enter__)
       39    0.000    0.000    0.022    0.001 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\llvmlite\binding\module.py:11(parse_assembly)
        6    0.000    0.000    0.022    0.004 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\codegen.py:651(_optimize_functions)
       58    0.000    0.000    0.022    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\pprint.py:205(_pprint_dict)
        9    0.000    0.000    0.022    0.002 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\np\arrayobj.py:522(setitem_array)
      452    0.001    0.000    0.021    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\targetconfig.py:190(__eq__)
        2    0.000    0.000    0.021    0.011 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\typed_passes.py:226(run_pass)
        2    0.000    0.000    0.021    0.010 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\lowering.py:286(create_cfunc_wrapper)
        2    0.000    0.000    0.021    0.010 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\cpu.py:193(create_cfunc_wrapper)
        2    0.000    0.000    0.021    0.010 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\ssa.py:27(reconstruct_ssa)
        2    0.000    0.000    0.021    0.010 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\ssa.py:48(_run_ssa)
   107777    0.020    0.000    0.020    0.000 {built-in method builtins.hasattr}
     2945    0.001    0.000    0.020    0.000 Q:\ProgramData\miniforge3\envs\toolenv\lib\site-packages\numba\core\ir.py:608(list_vars)
